,,PE_RATIO,EV_TO_T12M_EBITDA,INVENT_TURN,EBIT_MARGIN,NET_DEBT_TO_EBITDA,NET_FIX_ASSET_TURN,TRAILING_12M_CASH_FLOW_MARGIN,TRAIL_12M_NET_SALES
729 HK Equity,20170630,#N/A N/A,538.1338172,1.606539995,-19.96769715,92.73554928,0.452297252,#N/A N/A,1513.179
981 HK Equity,20170630,23.84791777,7.110464612,4.845507938,11.40453499,1.055245589,0.578270581,32.46828051,3072.953
1106 HK Equity,20170630,#N/A N/A,59.12869801,19.53041489,3.12180118,15.9072,2.127133115,-55.87494993,606.669
3996 HK Equity,20170630,4.766584443,#N/A N/A,6.088568945,5.098560445,#N/A N/A,5.938260709,0.699011944,222171.025
402 HK Equity,20170630,#N/A N/A,#N/A N/A,1.013950497,-58.93684111,#N/A N/A,4.603585519,#N/A N/A,232.778
204 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.365775401,#N/A N/A,0.342
8167 HK Equity,20170630,4.855571394,14.6423975,89.26058575,9.117706143,-0.669300392,11.33531886,-3.761011518,2513.845
885 HK Equity,20170630,0.824297779,10.59330713,6.977326457,31.95732731,-3.207558293,29.57199017,-40.78740092,1203.58
1207 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
996 HK Equity,20170630,3.459708838,167.1294176,0.293186576,3.655073567,56.13983942,0.174489973,-116.6548088,1934.024
2098 HK Equity,20170630,4.262620458,25.58555085,0.109346493,202.6694962,2.376435342,0.088305155,-74.15366231,1213.375
109 HK Equity,20170630,15.05835077,29.06464647,#N/A N/A,50.25259347,-13.37092121,2.365674205,355.0106711,148.064
883 HK Equity,20170630,615.122357,7.02763381,#N/A N/A,-2.261587822,1.118486447,0.330451181,48.41217831,146490
1141 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,-439.473594,#N/A N/A,36.44338052,-267.1396095,87.537
8133 HK Equity,20170630,#N/A N/A,#N/A N/A,2.43844069,-4.110614156,#N/A N/A,3.769664764,2.751431406,57.461
436 HK Equity,20170630,11.9144069,23.38858969,137.9531374,26.96160896,-0.554047362,0.498736004,31.04928817,318.616
3800 HK Equity,20170630,2.643148645,5.743515079,12.17652315,26.09083023,3.742347426,0.441841254,26.01447297,21282.849
198 HK Equity,20170630,15.66317423,11.12868675,9.382442671,26.92933188,3.72093138,1.119507377,19.0665633,3351.186
493 HK Equity,20170630,43.31658348,13.21524979,6.089278459,0.256512075,-3.79317315,11.18834985,3.464965296,76695.025
998 HK Equity,20170630,4.655133836,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.55014687,#N/A N/A,259392
459 HK Equity,20170630,22.0338975,#N/A N/A,#N/A N/A,4.914198067,-21.93282752,7.619513481,-2.877939831,520.268
692 HK Equity,20170630,#N/A N/A,#N/A N/A,4.984974542,-23.24637675,#N/A N/A,4.180529065,8.576937494,872.351
931 HK Equity,20170630,335.6121948,84.75202765,#N/A N/A,55.7527988,-7.246505369,2.353994652,-35.94122893,200.711
3993 HK Equity,20170630,25.23723057,#N/A N/A,2.686617674,22.07379369,#N/A N/A,0.71480722,25.43093714,11613.62952
3823 HK Equity,20170630,#N/A N/A,#N/A N/A,3.554979321,-192.6534466,#N/A N/A,5.13952924,-39.8716628,232.98
8343 HK Equity,20170630,36.7807183,19.58500962,#N/A N/A,9.602084654,0.84955486,#N/A N/A,-3.140361997,141.99
1439 HK Equity,20170630,11.00128368,13.07685958,22.62343756,6.101591885,-0.75732687,5.963706646,19.20807559,868.593
736 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,-38.5571079,#N/A N/A,0.26175079,#N/A N/A,63.345
451 HK Equity,20170630,16.78938504,15.85287175,#N/A N/A,69.49088113,11.20005812,0.073204713,-51.47331394,1504.737
412 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,-27.67764504,#N/A N/A,2.290243737,-1044.52712,202.398
6828 HK Equity,20170630,15.44609275,#N/A N/A,112.7575204,-10.70599076,#N/A N/A,2.191896799,#N/A N/A,633.776
1371 HK Equity,20170630,#N/A N/A,#N/A N/A,4.981791522,-204.2786755,#N/A N/A,0.398466755,125.2147824,200.319
1816 HK Equity,20170630,11.27982263,14.98570146,1.5138128,37.58749779,8.814761778,0.165543985,27.33051821,34899.309
2628 HK Equity,20170630,25.5723619,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,540781
728 HK Equity,20170630,14.80110956,3.624852727,#N/A N/A,7.721305193,0.88901502,0.734174102,28.70687086,352285
1166 HK Equity,20170630,#N/A N/A,#N/A N/A,5.262168121,-27.68887592,#N/A N/A,3.157606723,-20.32584636,582.79
182 HK Equity,20170630,7.530988431,#N/A N/A,#N/A N/A,28.91525028,#N/A N/A,0.373487536,17.00041949,1618.613
145 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.717771794,#N/A N/A,22.091
273 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-39.0846497,#N/A N/A,-744.758
665 HK Equity,20170630,7.209669022,16.45773102,#N/A N/A,#N/A N/A,9.687680102,46.42252106,#N/A N/A,5357.716
245 HK Equity,20170630,74.28115192,384.3169527,#N/A N/A,23.41420828,-25.858668,40.225736,-1833.023646,230.232
762 HK Equity,20170630,178.5108962,#N/A N/A,#N/A N/A,1.262176485,#N/A N/A,#N/A N/A,#N/A N/A,272862
2899 HK Equity,20170630,18.62917196,#N/A N/A,5.80864946,7.57577854,#N/A N/A,2.146353499,10.20072711,78114.65533
8173 HK Equity,20170630,#N/A N/A,#N/A N/A,17.21882058,74.80703411,#N/A N/A,2.705300128,-113.0839136,84.73
8356 HK Equity,20170630,#N/A N/A,#N/A N/A,30.76243991,-16.29540959,#N/A N/A,10.51838908,-4.712980832,454.447
619 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,18.12009015,#N/A N/A,56.281
932 HK Equity,20170630,18.14919013,108.3116742,2.683904658,7.43299842,-3.758635334,4.063682196,#N/A N/A,220.853
760 HK Equity,20170630,#N/A N/A,49.04835586,0.249733673,4.800656716,-5.476336001,0.599281001,#N/A N/A,506.764
1191 HK Equity,20170630,#N/A N/A,#N/A N/A,0.075006124,-172.9237071,#N/A N/A,0.054868182,-840.8294931,9.765
547 HK Equity,20170630,#N/A N/A,#N/A N/A,1323.300207,-57.78211161,#N/A N/A,2.980254619,-49.69633308,763.501
2866 HK Equity,20170630,5.805903555,#N/A N/A,16.17977716,10.13714904,#N/A N/A,0.249159388,42.23255596,14404.76762
76 HK Equity,20170630,#N/A N/A,#N/A N/A,0.259039651,-48.11740243,#N/A N/A,2.224713104,-30.88291747,62.52
8081 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,-7.331841451,#N/A N/A,2.008487111,-81.33299007,403.964
1076 HK Equity,20170630,23.61570908,12.26501918,#N/A N/A,28.80364737,1.553864811,1.956840447,-4.329504446,3485.525721
809 HK Equity,20170630,#N/A N/A,#N/A N/A,5.620728044,-43.23263385,#N/A N/A,0.566169546,-13.72837923,3882.84
975 HK Equity,20170630,#N/A N/A,227.9581228,2.734825588,-23.18875596,139.6027903,0.165277853,23.22124838,120.028
1188 HK Equity,20170630,#N/A N/A,#N/A N/A,0.719267685,-1774.656624,#N/A N/A,0.404114885,-2270.354856,24.827
3328 HK Equity,20170630,5.329331871,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.389217576,#N/A N/A,356888
1462 HK Equity,20170630,279.0697483,863.698453,#N/A N/A,0.097026109,-32.1685523,11.77539443,#N/A N/A,740.007
1460 HK Equity,20170630,6.930822463,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,487.468
175 HK Equity,20170630,21.39896156,6.307589706,20.44739253,10.47217602,-1.744934636,4.834261853,15.48458109,53721.576
1299 HK Equity,20170630,27.96862485,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28196
1800 HK Equity,20170630,5.22350636,10.1969391,7.635555829,6.867191352,4.048745026,5.531609417,4.763798573,429972
147 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,530.336
1339 HK Equity,20170630,8.760390633,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,443323
572 HK Equity,20170630,3.170409539,60.90467793,#N/A N/A,79.90914775,-3.547128141,0.565120983,-2.016103306,78.369
1297 HK Equity,20170630,11.33240335,7.321903257,26.9349137,41.04929886,-0.83288799,7.97744829,32.86063626,518.937
707 HK Equity,20170630,5.332965007,11.16309308,1.70254511,26.81342245,0.145453127,3.708998377,-209.5868313,203.331
916 HK Equity,20170630,8.808341851,9.178887243,5.025222044,33.8407624,5.334174474,0.197662922,47.00093446,22323.12
705 HK Equity,20170630,2.974807244,5.915280625,#N/A N/A,1422.711066,1.014577817,0.049668691,-457.5504282,9.027978
3344 HK Equity,20170630,#N/A N/A,#N/A N/A,3.538386282,-64.7418964,#N/A N/A,0.911578604,-15.06364286,467.138
2318 HK Equity,20170630,23.38736389,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,835293
1788 HK Equity,20170630,8.753854742,20.88773475,#N/A N/A,#N/A N/A,8.760917559,5.014879813,#N/A N/A,2521.795
8195 HK Equity,20170630,#N/A N/A,#N/A N/A,2.189897938,-434.6966957,#N/A N/A,3.174926277,#N/A N/A,60.83
460 HK Equity,20170630,5.765156911,6.191585076,4.596424322,64.40165879,-1.755217478,1.179922387,67.66150851,3185.699
82 HK Equity,20170630,#N/A N/A,#N/A N/A,447.0059613,-603.2020296,#N/A N/A,9.630756733,-135.0341615,154.121
257 HK Equity,20170630,9.643216699,11.38462582,30.72298148,33.65284767,3.037314579,4.652369882,-3.048520371,13971.204
205 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,-14.36355075,#N/A N/A,7.914523595,-73.78939737,267.594
1004 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
911 HK Equity,20170630,#N/A N/A,#N/A N/A,1.826301543,-136.369203,#N/A N/A,4.617875479,36.54641139,354.385
682 HK Equity,20170630,#N/A N/A,#N/A N/A,9.715023736,-552.4814733,#N/A N/A,0.212624675,-15.92688385,946.877
686 HK Equity,20170630,2.651298484,8.850400131,#N/A N/A,142.1265518,6.955873966,0.120216508,10.80146917,997.568
1192 HK Equity,20170630,0.237124168,14.01418037,18.65643117,32.61389816,6.158866146,0.304931059,3.621138068,760.921
290 HK Equity,20170630,5.376869655,19.32242825,#N/A N/A,100.7878909,-2.147042896,15.81985411,#N/A N/A,49.88
2600 HK Equity,20170630,94.15432469,12.0993402,6.993118004,4.057704599,6.277929445,1.40821361,4.752053208,144316.124
1633 HK Equity,20170630,3.978318077,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,403.266
8215 HK Equity,20170630,8.692852769,39.883904,#N/A N/A,#N/A N/A,0.759944481,8.540251827,#N/A N/A,81.191777
1060 HK Equity,20170630,#N/A N/A,#N/A N/A,1201.555184,-171.5660935,#N/A N/A,11.5674708,-202.8926068,904.582
803 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4521.452
802 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,-432.0159367,#N/A N/A,59.33735979,-460.2599895,34.386
1520 HK Equity,20170630,#N/A N/A,72.23450292,13.06165328,1.805035556,-5.426315789,23.94786561,-8.192063591,368.857
1029 HK Equity,20170630,#N/A N/A,#N/A N/A,0.992872302,-109.8135665,#N/A N/A,0.0576916,-61.48660958,16.467
1063 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,-9.253841221,#N/A N/A,102.7981276,-69.91989314,263.523
27 HK Equity,20170630,34.77091655,13.53483022,5.676092329,11.61247993,-1.392566745,1.331134075,24.35074584,52826.115
8203 HK Equity,20170630,#N/A N/A,21.21024145,8.62435646,-2.173270335,-70.47049013,9.819724855,-162.0924987,35.2178
1107 HK Equity,20170630,3.282180075,5.423264576,0.775201455,16.77826052,3.766718076,3.965782194,-41.31008596,8457.903
2343 HK Equity,20170630,#N/A N/A,25.55740523,20.15759598,-4.70906434,11.96825797,0.665645175,2.107928205,1087.371
884 HK Equity,20170630,11.61385967,5.291331447,0.601029565,20.0219875,1.950388358,3.76517354,11.35443775,22224.447
721 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-449.0835443,#N/A N/A,-354.776
787 HK Equity,20170630,6.978079862,3.727020212,#N/A N/A,5.063948912,1.948004365,#N/A N/A,5.43443036,3891.153
1225 HK Equity,20170630,#N/A N/A,#N/A N/A,5.479821005,-7.536145638,#N/A N/A,1.88504194,-497.0930206,221.811
494 HK Equity,20170630,4.145807955,10.71628082,34.92017117,2.266118216,0.618161714,71.67579232,1.914588277,16673.402
698 HK Equity,20170630,3.487248757,8.651066779,3.55068466,16.69474946,1.333915069,2.53127411,14.22894625,7825.077
2389 HK Equity,20170630,#N/A N/A,#N/A N/A,29.38503947,-48.76537936,#N/A N/A,0.98380991,-48.9441949,163.856
1082 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,-94.18441343,#N/A N/A,4.735013504,-81.99833758,174.445
559 HK Equity,20170630,#N/A N/A,#N/A N/A,0.134808296,-558.7059194,#N/A N/A,0.073356777,131.3024769,19.056
904 HK Equity,20170630,#N/A N/A,#N/A N/A,3.930916273,-416.9185687,#N/A N/A,0.180152849,-210.5973731,354.569
8272 HK Equity,20170630,#N/A N/A,#N/A N/A,13.79525483,-45.14918,#N/A N/A,4.628493039,-227.1180487,45.549
353 HK Equity,20170630,#N/A N/A,#N/A N/A,42.46538725,-189.4492499,#N/A N/A,0.06244488,189.7522357,40.926
1818 HK Equity,20170630,64.53862662,17.74596068,1.1133202,16.48164194,6.119734375,0.294386236,20.67526559,6664.785
3638 HK Equity,20170630,287.9424051,469.10024,93.69625131,0.120256963,-45.64757049,17.62012785,1.06199091,836.542
2324 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3.45042472,#N/A N/A,-102.583035
1546 HK Equity,20170630,13.47276535,7.971080869,451.2105547,6.420874407,-2.759094478,619.9377895,10.30546819,468.363
990 HK Equity,20170630,#N/A N/A,#N/A N/A,25.70533162,-1.464524412,#N/A N/A,2350.589896,-6.805221667,1581.947
1928 HK Equity,20170630,31.10582838,19.45399912,#N/A N/A,20.30662859,1.574923547,0.847545021,33.89448369,6653
6878 HK Equity,20170630,11.28070792,13.71041117,#N/A N/A,79.5647544,2.059199407,15.31940981,-88.05228102,294.868
2799 HK Equity,20170630,2.242992908,11.03278294,#N/A N/A,#N/A N/A,9.387630131,15.18057962,#N/A N/A,92393.501
1508 HK Equity,20170630,9.665527861,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,91978.1
539 HK Equity,20170630,8.095974479,6.647422073,1.423313968,4.573509931,4.387372101,1.299094259,#N/A N/A,4939.904
2233 HK Equity,20170630,646.9011275,5.378692602,5.610863133,14.35834355,2.108586945,0.428477989,28.78417328,3719.28
8101 HK Equity,20170630,2.413058963,#N/A N/A,20.90207864,276.2710581,#N/A N/A,0.419612079,#N/A N/A,52.83
491 HK Equity,20170630,#N/A N/A,#N/A N/A,124.4333996,-193.3956106,#N/A N/A,0.565084938,-554.1879572,44.425
700 HK Equity,20170630,60.42790865,25.30675238,319.599182,34.24643795,-0.319793356,7.662869027,45.81433081,169495
419 HK Equity,20170630,#N/A N/A,#N/A N/A,15.66237876,-74.95373545,#N/A N/A,8.564311423,-42.51398996,135.633
3 HK Equity,20170630,29.28560322,21.98501243,#N/A N/A,24.9346047,2.324924816,0.55947307,31.36347878,28557.1
3933 HK Equity,20170630,#N/A N/A,13.03976218,3.666504716,2.629531746,4.61424371,0.764929279,16.41550075,6060.972435
1880 HK Equity,20170630,#N/A N/A,6.609591182,2.58242004,8.52433074,-1.807595256,6.786896984,11.06134535,41706.5
6066 HK Equity,20170630,9.984202371,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.07763155,#N/A N/A,10417.67064
1237 HK Equity,20170630,#N/A N/A,26.1029114,1.202929065,-1.078837424,11.82178705,0.729509711,17.55348972,442.328
1222 HK Equity,20170630,3.976233889,9.665723572,0.187323057,49.43182145,2.869702614,0.414401918,#N/A N/A,869.357
1088 HK Equity,20170630,8.656254693,#N/A N/A,10.15881024,26.74535005,#N/A N/A,0.527788624,43.81283968,204787
2883 HK Equity,20170630,#N/A N/A,#N/A N/A,12.81106299,-72.01119248,#N/A N/A,0.256772052,10.61668411,14898.99207
8250 HK Equity,20170630,#N/A N/A,16.13959008,46.25139899,5.991992031,0.69323885,5.476500148,-49.39375948,407.594
8047 HK Equity,20170630,#N/A N/A,#N/A N/A,22.51108006,-67.79899233,#N/A N/A,36.3130876,#N/A N/A,121.667
958 HK Equity,20170630,9.838330288,8.742766367,#N/A N/A,53.12530071,6.019202283,0.130642597,56.16630819,9238.583
1363 HK Equity,20170630,3.458131691,10.83974914,37.80127536,40.39878024,1.833607572,0.725476051,34.72764398,2181.159553
2333 HK Equity,20170630,4.317149229,#N/A N/A,14.52189341,11.38924666,#N/A N/A,3.607320247,1.881124247,101823.4401
2320 HK Equity,20170630,3.996802459,3.213846135,8.741172523,7.463855851,-1.639467273,0.920075607,20.17094495,1179.444
1031 HK Equity,20170630,13.91064523,20.26013155,#N/A N/A,70.11626328,4.200510251,0.977626859,#N/A N/A,2878.897
1396 HK Equity,20170630,5.067203101,5.84713585,0.11163045,39.860997,3.461949499,1.619262326,#N/A N/A,2335.777
2328 HK Equity,20170630,7.150027564,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,285988
1919 HK Equity,20170630,#N/A N/A,#N/A N/A,45.94694113,-7.301125358,#N/A N/A,1.013051268,-0.465352752,70044.928
123 HK Equity,20170630,12.42742461,10.36821114,0.301032879,17.3613356,6.146820229,1.303206753,26.14363715,20871.021
279 HK Equity,20170630,5.168661422,15.88427683,#N/A N/A,412.89837,-0.100474945,59.17213115,#N/A N/A,108.285
670 HK Equity,20170630,10.53099559,8.172155579,#N/A N/A,12.59605274,4.688857772,0.680735082,22.19020464,98904
8331 HK Equity,20170630,18.51229928,73.31979704,5.755252918,16.82946296,-5.958204334,1.626796921,-7.35433849,26.311
653 HK Equity,20170630,#N/A N/A,#N/A N/A,5.124195273,-3.825300691,#N/A N/A,2.523073343,-1.832571224,1994.902
231 HK Equity,20170630,#N/A N/A,47.41095302,3.900467886,15.7145389,1.75537544,0.044664597,-203.9463579,67.708
982 HK Equity,20170630,618.5897554,208.9525302,16.0900868,4.396766687,-7.34841021,21.08691538,6.244190742,156.001
8060 HK Equity,20170630,#N/A N/A,#N/A N/A,9.440348647,-39.63049654,#N/A N/A,39.37179036,-3.648578627,55.967
766 HK Equity,20170630,#N/A N/A,#N/A N/A,0.094622663,-2709.389399,#N/A N/A,0.088267271,#N/A N/A,27.563
1176 HK Equity,20170630,#N/A N/A,19.6609423,0.247327489,30.78537203,11.23620691,1.080316018,-5.637441023,1908.153
2380 HK Equity,20170630,4.655139853,8.38687753,#N/A N/A,27.85430077,5.368159314,0.268336252,37.67003268,18866.153
151 HK Equity,20170630,21.9239566,10.85392396,3.4686928,21.24513635,-0.216417712,2.110918457,23.46961728,21542.66355
371 HK Equity,20170630,11.09527394,15.21477286,121.8342968,28.78788289,4.76618812,8.242123188,-22.27076458,17354.833
680 HK Equity,20170630,3.691836122,10.55542054,0.34969081,29.41835858,4.52712927,2.445717378,53.93684471,8915.579
8039 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1381 HK Equity,20170630,17.87833621,13.5519522,1726.298459,33.2186106,2.427786138,1.343923459,-8.419511452,1653.552
8055 HK Equity,20170630,#N/A N/A,#N/A N/A,1434.594595,-124.7012555,#N/A N/A,13.41167947,-92.07813817,46.277
3313 HK Equity,20170630,#N/A N/A,53.91869856,7.629363886,2.360548847,7.99264169,13.9415995,-2.083048203,1059.457
2238 HK Equity,20170630,7.519498628,30.27217118,18.98467838,2.945079813,-2.118514561,3.720386622,19.49816701,49417.676
8109 HK Equity,20170630,#N/A N/A,#N/A N/A,39.8465037,-73.50270903,#N/A N/A,11.14370219,-243.084639,54.632
1522 HK Equity,20170630,30.11158945,33.34344298,6.263751669,5.826304117,-19.47790569,4.081744055,16.70321233,479.309
702 HK Equity,20170630,#N/A N/A,#N/A N/A,29.56999815,-24.18875207,#N/A N/A,0.183745559,-51.1467013,329.554
379 HK Equity,20170630,3.532254952,39.2185326,29.19300252,16.78125361,1.89657554,132.6147186,-204.5725966,199.121
616 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,-56.85141574,#N/A N/A,0.02747954,#N/A N/A,36.518
2186 HK Equity,20170630,20.47102533,11.89811964,1.449443909,31.70350614,-1.053773911,1.764446671,23.79701925,2917.794
1581 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,484.479
1387 HK Equity,20170630,#N/A N/A,15.16127423,#N/A N/A,4.746722036,-3.489170148,0.082719685,-3.054608616,1001.765
64 HK Equity,20170630,5.497011921,2.906744492,#N/A N/A,#N/A N/A,-3.414167562,4.792748727,#N/A N/A,598.691
288 HK Equity,20170630,12.76760634,6.46715969,6.633614089,8.539983282,0.795126354,4.480183085,8.670010216,21534
444 HK Equity,20170630,#N/A N/A,#N/A N/A,0.621811423,-44.23606028,#N/A N/A,37.61107595,#N/A N/A,356.553
2382 HK Equity,20170630,90.08448193,17.76418895,6.405694109,10.14485027,-0.736398115,9.100092889,11.26194225,14611.778
1565 HK Equity,20170630,23.1683738,39.7275652,#N/A N/A,39.88406743,2.222293772,0.316045135,48.95739267,827.205
1239 HK Equity,20170630,43.5889229,10.88472125,23.8177074,20.34188808,0.835642266,4.621980847,27.34732007,375.737
2898 HK Equity,20170630,72.93665935,#N/A N/A,6.146524213,-6.189115654,#N/A N/A,11.94740592,-4.564018381,176.051
474 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,-1734.581437,#N/A N/A,0.433398349,#N/A N/A,206.313
8083 HK Equity,20170630,#N/A N/A,#N/A N/A,22.07577542,-176.7815719,#N/A N/A,5.68868393,12.92185278,80.182
732 HK Equity,20170630,5.145446137,6.298122415,9.077957507,6.467778093,2.334861154,2.816696666,3.678260325,22071.521
3333 HK Equity,20170630,44.78619494,11.42258577,0.291258899,21.45154273,7.037889354,1.532102979,-26.44766463,211444
688 HK Equity,20170630,7.706256557,4.521773104,0.420893437,33.65441681,0.39507393,2.306788688,35.26178692,164504.054
1055 HK Equity,20170630,8.669600712,7.347097168,#N/A N/A,9.548360127,4.351753274,0.669305199,21.0910421,114826
1366 HK Equity,20170630,2.08962376,5.920740122,2.190689438,9.077586873,1.535017093,8.475194108,0.441367315,9111.232
1186 HK Equity,20170630,7.660705602,#N/A N/A,2.143951189,3.266922966,#N/A N/A,13.50936007,3.247885846,636756
8086 HK Equity,20170630,#N/A N/A,#N/A N/A,#N/A N/A,-18.0828716,#N/A N/A,174.3988021,-9.949972525,349.408
17 HK Equity,20170630,10.77616358,9.714205816,0.499513447,33.60823327,3.902592362,0.382493673,11.61770091,52431.2
519 HK Equity,20170630,1.238844695,35.20192914,#N/A N/A,309.643436,-5.906026097,0.034720597,-197.6204509,13.574
520 HK Equity,20170630,27.21121596,6.714145991,8.575539442,15.44836243,-2.77174547,7.091283528,14.91967223,2758.137
8213 HK Equity,20170630,#N/A N/A,#N/A N/A,23.33340215,-13.36696203,#N/A N/A,10.89475048,-4.199227749,336.419
362 HK Equity,20170630,#N/A N/A,10.5634628,#N/A N/A,-14.65975399,6.045254557,0.050186413,-44.02720324,146.012
8022 HK Equity,20170630,#N/A N/A,#N/A N/A,12.44762728,-46.82156618,#N/A N/A,2.229310329,-75.46062738,119.131
